需求强度,location_x,location_y,,,,,,,,,,,,,,,,,,,,Shape_Length,Shape_Area
4158.26416,114.0509814,30.42872194,,,,,,,,,,,,,,,,,,,,400,10000
742.8596802,114.4040193,30.47595995,,,,,,,,,,,,,,,,,,,,400,10000
3547.653809,114.0788292,30.42407434,,,,,,,,,,,,,,,,,,,,400,10000
292.6234131,114.4156974,30.44266341,,,,,,,,,,,,,,,,,,,,400,10000
3283.547852,114.0662528,30.44808455,,,,,,,,,,,,,,,,,,,,400,10000
1508.74646,114.4049176,30.40393219,,,,,,,,,,,,,,,,,,,,400,10000
3332.111816,114.069846,30.44033997,,,,,,,,,,,,,,,,,,,,400,10000
1500.038452,114.4210873,30.40005823,,,,,,,,,,,,,,,,,,,,400,10000
780.5704956,114.4147991,30.42020118,,,,,,,,,,,,,,,,,,,,400,10000
3407.570557,114.0653545,30.44343787,,,,,,,,,,,,,,,,,,,,400,10000
4418.970703,114.0563713,30.41632785,,,,,,,,,,,,,,,,,,,,400,10000
869.7079468,114.420189,30.41710253,,,,,,,,,,,,,,,,,,,,400,10000
1776.639038,114.3680867,30.41555317,,,,,,,,,,,,,,,,,,,,400,10000
523.6348877,114.3977311,30.49066875,,,,,,,,,,,,,,,,,,,,400,10000
4109.272461,114.0536764,30.42794736,,,,,,,,,,,,,,,,,,,,400,10000
3971.6875,114.0509814,30.43569292,,,,,,,,,,,,,,,,,,,,400,10000
1171.19458,114.1264399,30.47054036,,,,,,,,,,,,,,,,,,,,400,10000
4115.426758,114.0545747,30.42717277,,,,,,,,,,,,,,,,,,,,400,10000
3296.828125,114.0653545,30.45040781,,,,,,,,,,,,,,,,,,,,400,10000
4053.73169,114.0590662,30.42562357,,,,,,,,,,,,,,,,,,,,400,10000
4034.678711,114.0824224,30.40548174,,,,,,,,,,,,,,,,,,,,400,10000
249.7657623,114.2827468,30.50305338,,,,,,,,,,,,,,,,,,,,400,10000
30.9377785,114.4363587,30.44188893,,,,,,,,,,,,,,,,,,,,400,10000
80.0086136,114.4228839,30.43801647,,,,,,,,,,,,,,,,,,,,400,10000
771.1835938,114.4219856,30.41942652,,,,,,,,,,,,,,,,,,,,400,10000
358.2733459,114.4408502,30.43336932,,,,,,,,,,,,,,,,,,,,400,10000
464.096405,114.4498334,30.44033997,,,,,,,,,,,,,,,,,,,,400,10000
2680.983887,114.0923039,30.44498679,,,,,,,,,,,,,,,,,,,,400,10000
3818.809815,114.0797275,30.41322909,,,,,,,,,,,,,,,,,,,,400,10000
3534.181152,114.0779309,30.42562357,,,,,,,,,,,,,,,,,,,,400,10000
4145.171875,114.0545747,30.42639817,,,,,,,,,,,,,,,,,,,,400,10000
732.4963379,114.4237823,30.42097582,,,,,,,,,,,,,,,,,,,,400,10000
629.0559692,114.4246806,30.42329972,,,,,,,,,,,,,,,,,,,,400,10000
3986.068115,114.072541,30.41245438,,,,,,,,,,,,,,,,,,,,400,10000
3668.202148,114.0689477,30.42717277,,,,,,,,,,,,,,,,,,,,400,10000
655.5215454,114.4246806,30.4225251,,,,,,,,,,,,,,,,,,,,400,10000
3757.619873,114.0770326,30.41710253,,,,,,,,,,,,,,,,,,,,400,10000
311.7345276,114.4336637,30.43336932,,,,,,,,,,,,,,,,,,,,400,10000
3574.720215,114.0842191,30.41865187,,,,,,,,,,,,,,,,,,,,400,10000
192.3066406,114.4156974,30.44498679,,,,,,,,,,,,,,,,,,,,400,10000
4200.124512,114.0366084,30.44421234,,,,,,,,,,,,,,,,,,,,400,10000
281.0321655,114.2557973,30.48292755,,,,,,,,,,,,,,,,,,,,400,10000
3720.240234,114.0743376,30.42097582,,,,,,,,,,,,,,,,,,,,400,10000
3526.645264,114.055473,30.45195661,,,,,,,,,,,,,,,,,,,,400,10000
4047.398926,114.069846,30.41322909,,,,,,,,,,,,,,,,,,,,400,10000
682.8085327,114.4282738,30.46202325,,,,,,,,,,,,,,,,,,,,400,10000
3030.32251,114.0851174,30.43646745,,,,,,,,,,,,,,,,,,,,400,10000
1692.262573,114.12105,30.45660288,,,,,,,,,,,,,,,,,,,,400,10000
421.9758911,114.3043063,30.42175046,,,,,,,,,,,,,,,,,,,,400,10000
849.4173584,114.4264772,30.41865187,,,,,,,,,,,,,,,,,,,,400,10000
601.5776367,114.4183924,30.46434617,,,,,,,,,,,,,,,,,,,,400,10000
204.0096741,114.417494,30.43879098,,,,,,,,,,,,,,,,,,,,400,10000
840.1013184,114.4453418,30.42020118,,,,,,,,,,,,,,,,,,,,400,10000
3210.052979,114.0689477,30.44653568,,,,,,,,,,,,,,,,,,,,400,10000
793.2020264,114.4210873,30.41865187,,,,,,,,,,,,,,,,,,,,400,10000
2330.77832,114.1021854,30.44963339,,,,,,,,,,,,,,,,,,,,400,10000
658.1436157,114.3977311,30.48602411,,,,,,,,,,,,,,,,,,,,400,10000
4218.013184,114.0455915,30.43104566,,,,,,,,,,,,,,,,,,,,400,10000
677.2131348,114.4291721,30.42329972,,,,,,,,,,,,,,,,,,,,400,10000
274.9919739,114.4282738,30.48292755,,,,,,,,,,,,,,,,,,,,400,10000
2462.792481,114.0941005,30.45040781,,,,,,,,,,,,,,,,,,,,400,10000
811.4931641,114.2387293,30.4604746,,,,,,,,,,,,,,,,,,,,400,10000
525.6841431,114.3833581,30.49453912,,,,,,,,,,,,,,,,,,,,400,10000
830.9803467,114.420189,30.4178772,,,,,,,,,,,,,,,,,,,,400,10000
35.0730286,114.4381553,30.44188893,,,,,,,,,,,,,,,,,,,,400,10000
3782.858154,114.072541,30.41942652,,,,,,,,,,,,,,,,,,,,400,10000
1555.960449,114.3725783,30.46589475,,,,,,,,,,,,,,,,,,,,400,10000
3004.336182,114.1084736,30.42717277,,,,,,,,,,,,,,,,,,,,400,10000
1280.722656,114.4076126,30.54251888,,,,,,,,,,,,,,,,,,,,400,10000
4131.779297,114.0563713,30.42562357,,,,,,,,,,,,,,,,,,,,400,10000
504.8556824,114.4336637,30.45427977,,,,,,,,,,,,,,,,,,,,400,10000
3457.008789,114.0815241,30.42562357,,,,,,,,,,,,,,,,,,,,400,10000
3030.671875,114.0788292,30.44343787,,,,,,,,,,,,,,,,,,,,400,10000
3977.295654,114.0752359,30.41167967,,,,,,,,,,,,,,,,,,,,400,10000
3553.44458,114.052778,30.45505415,,,,,,,,,,,,,,,,,,,,400,10000
1527.803589,114.3564086,30.42097582,,,,,,,,,,,,,,,,,,,,400,10000
4126.292481,114.0491848,30.43104566,,,,,,,,,,,,,,,,,,,,400,10000
3860.396973,114.0752359,30.41477848,,,,,,,,,,,,,,,,,,,,400,10000
1980.865723,114.3734766,30.41400379,,,,,,,,,,,,,,,,,,,,400,10000
182.417511,114.4282738,30.48060507,,,,,,,,,,,,,,,,,,,,400,10000
2281.775147,114.1291348,30.43569292,,,,,,,,,,,,,,,,,,,,400,10000
3824.348389,114.0590662,30.43336932,,,,,,,,,,,,,,,,,,,,400,10000
3964.257324,114.072541,30.41400379,,,,,,,,,,,,,,,,,,,,400,10000
3487.943604,114.0743376,30.43259477,,,,,,,,,,,,,,,,,,,,400,10000
3611.569336,114.0608629,30.44111445,,,,,,,,,,,,,,,,,,,,400,10000
427.9042664,114.4112058,30.45892593,,,,,,,,,,,,,,,,,,,,400,10000
4682.466797,114.0482865,30.41632785,,,,,,,,,,,,,,,,,,,,400,10000
3490.849121,114.0851174,30.42020118,,,,,,,,,,,,,,,,,,,,400,10000
4845.522949,113.9943875,30.452731,,,,,,,,,,,,,,,,,,,,400,10000
2910.75,114.0707443,30.4604746,,,,,,,,,,,,,,,,,,,,400,10000
3769.674316,114.069846,30.4225251,,,,,,,,,,,,,,,,,,,,400,10000
818.3136597,114.4300705,30.42020118,,,,,,,,,,,,,,,,,,,,400,10000
3562.223389,114.0806258,30.42175046,,,,,,,,,,,,,,,,,,,,400,10000
203.8314514,114.420189,30.44266341,,,,,,,,,,,,,,,,,,,,400,10000
3534.922119,114.0797275,30.42407434,,,,,,,,,,,,,,,,,,,,400,10000
321.4390259,114.4408502,30.43414386,,,,,,,,,,,,,,,,,,,,400,10000
282.4588623,114.306103,30.41710253,,,,,,,,,,,,,,,,,,,,400,10000
782.9777832,114.4228839,30.41942652,,,,,,,,,,,,,,,,,,,,400,10000
3159.296631,114.0743376,30.44421234,,,,,,,,,,,,,,,,,,,,400,10000
4034.164063,114.055473,30.42872194,,,,,,,,,,,,,,,,,,,,400,10000
4428.814941,114.0375067,30.43182022,,,,,,,,,,,,,,,,,,,,400,10000
3021.620606,114.0707443,30.45582852,,,,,,,,,,,,,,,,,,,,400,10000
3506.739258,114.0842191,30.42020118,,,,,,,,,,,,,,,,,,,,400,10000
1783.499146,114.3680867,30.41632785,,,,,,,,,,,,,,,,,,,,400,10000
3520.240479,114.0797275,30.42484896,,,,,,,,,,,,,,,,,,,,400,10000
276.2454224,114.4309688,30.44576124,,,,,,,,,,,,,,,,,,,,400,10000
225.907608,114.4354604,30.43569292,,,,,,,,,,,,,,,,,,,,400,10000
1796.93335,114.3680867,30.41710253,,,,,,,,,,,,,,,,,,,,400,10000
1793.476685,114.3680867,30.4178772,,,,,,,,,,,,,,,,,,,,400,10000
727.7886963,114.4040193,30.42949652,,,,,,,,,,,,,,,,,,,,400,10000
3523.720703,114.0788292,30.42562357,,,,,,,,,,,,,,,,,,,,400,10000
970.5831299,114.3977311,30.47673415,,,,,,,,,,,,,,,,,,,,400,10000
2440.431397,114.0887107,30.45892593,,,,,,,,,,,,,,,,,,,,400,10000
4182.900391,114.055473,30.42484896,,,,,,,,,,,,,,,,,,,,400,10000
3910.330566,114.0518797,30.43801647,,,,,,,,,,,,,,,,,,,,400,10000
19.0483952,114.4058159,30.49995737,,,,,,,,,,,,,,,,,,,,400,10000
605.0592041,114.4462401,30.42717277,,,,,,,,,,,,,,,,,,,,400,10000
2555.784668,114.0914056,30.44963339,,,,,,,,,,,,,,,,,,,,400,10000
633.6463013,114.4147991,30.46589475,,,,,,,,,,,,,,,,,,,,400,10000
501.4039307,114.4273755,30.45737724,,,,,,,,,,,,,,,,,,,,400,10000
4465.998047,114.0366084,30.43182022,,,,,,,,,,,,,,,,,,,,400,10000
635.644165,114.4058159,30.43182022,,,,,,,,,,,,,,,,,,,,400,10000
685.4942017,114.4255789,30.42175046,,,,,,,,,,,,,,,,,,,,400,10000
2419.257813,114.0851174,30.46666904,,,,,,,,,,,,,,,,,,,,400,10000
628.5734863,114.4264772,30.42329972,,,,,,,,,,,,,,,,,,,,400,10000
625.0375366,114.2504074,30.47750835,,,,,,,,,,,,,,,,,,,,400,10000
741.3892212,114.4498334,30.42562357,,,,,,,,,,,,,,,,,,,,400,10000
273.9049377,114.2306445,30.51621033,,,,,,,,,,,,,,,,,,,,400,10000
692.9231567,114.4309688,30.42407434,,,,,,,,,,,,,,,,,,,,400,10000
613.0725098,114.4067143,30.43182022,,,,,,,,,,,,,,,,,,,,400,10000
4056.19165,114.0491848,30.43336932,,,,,,,,,,,,,,,,,,,,400,10000
3974.196533,114.0446932,30.44498679,,,,,,,,,,,,,,,,,,,,400,10000
116.1977158,114.420189,30.43879098,,,,,,,,,,,,,,,,,,,,400,10000
824.8302612,114.4210873,30.4178772,,,,,,,,,,,,,,,,,,,,400,10000
3191.220947,114.1111685,30.42175046,,,,,,,,,,,,,,,,,,,,400,10000
2741.313232,114.0860157,30.44731012,,,,,,,,,,,,,,,,,,,,400,10000
2445.284668,114.0949989,30.45040781,,,,,,,,,,,,,,,,,,,,400,10000
3235.180664,114.0644561,30.45505415,,,,,,,,,,,,,,,,,,,,400,10000
625.605957,114.4255789,30.42329972,,,,,,,,,,,,,,,,,,,,400,10000
4111.881836,114.0473881,30.43259477,,,,,,,,,,,,,,,,,,,,400,10000
1129.540161,114.3833581,30.45970027,,,,,,,,,,,,,,,,,,,,400,10000
757.8995972,114.403121,30.43104566,,,,,,,,,,,,,,,,,,,,400,10000
945.6085205,114.4444435,30.46279756,,,,,,,,,,,,,,,,,,,,400,10000
1775.616577,114.3680867,30.41865187,,,,,,,,,,,,,,,,,,,,400,10000
3500.902344,114.0734393,30.43336932,,,,,,,,,,,,,,,,,,,,400,10000
3740.727539,114.0662528,30.42717277,,,,,,,,,,,,,,,,,,,,400,10000
4131.010742,114.0581679,30.42407434,,,,,,,,,,,,,,,,,,,,400,10000
3670.824219,114.0635578,30.43569292,,,,,,,,,,,,,,,,,,,,400,10000
3749.212402,114.069846,30.42329972,,,,,,,,,,,,,,,,,,,,400,10000
3037.041504,114.0932022,30.43259477,,,,,,,,,,,,,,,,,,,,400,10000
4001.348877,114.0482865,30.43956548,,,,,,,,,,,,,,,,,,,,400,10000
837.1707764,114.4246806,30.41865187,,,,,,,,,,,,,,,,,,,,400,10000
660.267395,114.4318671,30.42484896,,,,,,,,,,,,,,,,,,,,400,10000
1806.501099,114.3680867,30.42020118,,,,,,,,,,,,,,,,,,,,400,10000
769.0237427,114.4255789,30.42020118,,,,,,,,,,,,,,,,,,,,400,10000
694.2445679,114.4273755,30.46124893,,,,,,,,,,,,,,,,,,,,400,10000
3508.567871,114.0815241,30.4225251,,,,,,,,,,,,,,,,,,,,400,10000
710.2521973,114.4058159,30.47208884,,,,,,,,,,,,,,,,,,,,400,10000
291.751709,114.4121042,30.4976353,,,,,,,,,,,,,,,,,,,,400,10000
417.8781738,114.4130025,30.45892593,,,,,,,,,,,,,,,,,,,,400,10000
4569.955566,114.0303202,30.43491839,,,,,,,,,,,,,,,,,,,,400,10000
581.8296509,114.3321541,30.47441153,,,,,,,,,,,,,,,,,,,,400,10000
3877.034668,114.0626595,30.42717277,,,,,,,,,,,,,,,,,,,,400,10000
340.0928345,114.2584922,30.46666904,,,,,,,,,,,,,,,,,,,,400,10000
648.3361816,114.4255789,30.4225251,,,,,,,,,,,,,,,,,,,,400,10000
1025.670898,114.4677997,30.44188893,,,,,,,,,,,,,,,,,,,,400,10000
717.1920166,114.4309688,30.42329972,,,,,,,,,,,,,,,,,,,,400,10000
870.0899048,114.2441192,30.46976611,,,,,,,,,,,,,,,,,,,,400,10000
1431.314331,114.3734766,30.45970027,,,,,,,,,,,,,,,,,,,,400,10000
2851.653809,114.0842191,30.44421234,,,,,,,,,,,,,,,,,,,,400,10000
2482.752686,114.12105,30.43491839,,,,,,,,,,,,,,,,,,,,400,10000
720.6585083,114.4040193,30.43027109,,,,,,,,,,,,,,,,,,,,400,10000
239.699707,114.417494,30.44266341,,,,,,,,,,,,,,,,,,,,400,10000
245.0114899,114.3141878,30.4713146,,,,,,,,,,,,,,,,,,,,400,10000
4024.812256,114.0491848,30.43491839,,,,,,,,,,,,,,,,,,,,400,10000
2961.43335,114.0770326,30.44885897,,,,,,,,,,,,,,,,,,,,400,10000
427.0657654,114.4426469,30.43182022,,,,,,,,,,,,,,,,,,,,400,10000
2635.358398,114.0833208,30.45582852,,,,,,,,,,,,,,,,,,,,400,10000
338.4954529,114.4453418,30.43646745,,,,,,,,,,,,,,,,,,,,400,10000
4871.157715,114.0132522,30.44421234,,,,,,,,,,,,,,,,,,,,400,10000
4018.763672,114.0617612,30.42329972,,,,,,,,,,,,,,,,,,,,400,10000
3697.822754,114.0536764,30.44498679,,,,,,,,,,,,,,,,,,,,400,10000
773.8932495,114.4309688,30.42175046,,,,,,,,,,,,,,,,,,,,400,10000
2314.062744,114.0994904,30.45118221,,,,,,,,,,,,,,,,,,,,400,10000
733.0265503,114.4103075,30.42407434,,,,,,,,,,,,,,,,,,,,400,10000
264.8612061,114.4165957,30.44266341,,,,,,,,,,,,,,,,,,,,400,10000
3962.572998,114.0590662,30.42872194,,,,,,,,,,,,,,,,,,,,400,10000
1976.644775,114.1093719,30.45505415,,,,,,,,,,,,,,,,,,,,400,10000
4069.53125,114.0482865,30.43336932,,,,,,,,,,,,,,,,,,,,400,10000
427.3783264,114.4417486,30.43104566,,,,,,,,,,,,,,,,,,,,400,10000
671.1777954,114.4300705,30.42407434,,,,,,,,,,,,,,,,,,,,400,10000
198.2122498,114.4183924,30.43724196,,,,,,,,,,,,,,,,,,,,400,10000
2071.191895,114.1120668,30.44963339,,,,,,,,,,,,,,,,,,,,400,10000
4545.800293,114.0303202,30.43569292,,,,,,,,,,,,,,,,,,,,400,10000
4039.107666,114.0482865,30.43491839,,,,,,,,,,,,,,,,,,,,400,10000
3754.195557,114.0473881,30.45505415,,,,,,,,,,,,,,,,,,,,400,10000
3921.448242,114.0599646,30.42949652,,,,,,,,,,,,,,,,,,,,400,10000
4216.574707,114.0428966,30.43414386,,,,,,,,,,,,,,,,,,,,400,10000
655.4550781,114.4264772,30.4225251,,,,,,,,,,,,,,,,,,,,400,10000
795.5014648,114.3923412,30.4821534,,,,,,,,,,,,,,,,,,,,400,10000
431.1541443,114.2881366,30.45970027,,,,,,,,,,,,,,,,,,,,400,10000
726.6511841,114.4381553,30.46666904,,,,,,,,,,,,,,,,,,,,400,10000
4014.30835,114.0491848,30.43569292,,,,,,,,,,,,,,,,,,,,400,10000
3894.683594,114.055473,30.43259477,,,,,,,,,,,,,,,,,,,,400,10000
2711.518555,114.0941005,30.44343787,,,,,,,,,,,,,,,,,,,,400,10000
204.0345154,114.4130025,30.50847117,,,,,,,,,,,,,,,,,,,,400,10000
2334.421875,114.0905073,30.46357187,,,,,,,,,,,,,,,,,,,,400,10000
1378.939575,114.1237449,30.46512046,,,,,,,,,,,,,,,,,,,,400,10000
1780.642456,114.1120668,30.46124893,,,,,,,,,,,,,,,,,,,,400,10000
890.6725464,114.4004261,30.42949652,,,,,,,,,,,,,,,,,,,,400,10000
3917.714356,114.0644561,30.42329972,,,,,,,,,,,,,,,,,,,,400,10000
3415.21875,114.0779309,30.43027109,,,,,,,,,,,,,,,,,,,,400,10000
4217.422363,114.0518797,30.42639817,,,,,,,,,,,,,,,,,,,,400,10000
4638.939941,114.0177437,30.44963339,,,,,,,,,,,,,,,,,,,,400,10000
232.0687408,114.2908316,30.47595995,,,,,,,,,,,,,,,,,,,,400,10000
697.2071533,114.4300705,30.42329972,,,,,,,,,,,,,,,,,,,,400,10000
347.9784851,114.2773569,30.48834646,,,,,,,,,,,,,,,,,,,,400,10000
4258.569336,114.0482865,30.42794736,,,,,,,,,,,,,,,,,,,,400,10000
1392.644653,114.3842564,30.46976611,,,,,,,,,,,,,,,,,,,,400,10000
191.343399,114.2638821,30.537103,,,,,,,,,,,,,,,,,,,,400,10000
1847.06665,114.103982,30.46744331,,,,,,,,,,,,,,,,,,,,400,10000
360.7419434,114.3159844,30.42484896,,,,,,,,,,,,,,,,,,,,400,10000
2176.447998,114.1057786,30.45195661,,,,,,,,,,,,,,,,,,,,400,10000
523.25,114.4121042,30.43104566,,,,,,,,,,,,,,,,,,,,400,10000
436.4908142,114.4121042,30.45970027,,,,,,,,,,,,,,,,,,,,400,10000
698.2959595,114.2764585,30.51079298,,,,,,,,,,,,,,,,,,,,400,10000
362.79776,114.4237823,30.45660288,,,,,,,,,,,,,,,,,,,,400,10000
751.8881836,114.403121,30.43027109,,,,,,,,,,,,,,,,,,,,400,10000
497.5419312,114.4471384,30.43336932,,,,,,,,,,,,,,,,,,,,400,10000
3438.120117,114.0635578,30.44576124,,,,,,,,,,,,,,,,,,,,400,10000
4014.000732,114.0563713,30.42872194,,,,,,,,,,,,,,,,,,,,400,10000
199.0211029,114.4183924,30.43879098,,,,,,,,,,,,,,,,,,,,400,10000
